table,row_key,field,current_value,reason,priority,best_source_or_candidate,candidate_or_hint,notes,status
meal_options.csv,com_thit_xao_hanh_tay_rau_den,activeMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,30,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_thit_xao_hanh_tay_rau_den,elapsedMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,30,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_suon_kho_khoai_tay_cai_ngot,yieldAdultEquivalent,CAN-DIEN: so nguoi lon bua nay du cho,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,4,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_suon_kho_khoai_tay_cai_ngot,activeMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,40,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_suon_kho_khoai_tay_cai_ngot,elapsedMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,50,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_bo_xao_gia_canh_ca_chua_trung,yieldAdultEquivalent,CAN-DIEN: so nguoi lon bua nay du cho,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,https://gofood.vn/tin-tuc/cach-lam-thit-bo-xao-gia-do.html,4,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_bo_xao_gia_canh_ca_chua_trung,activeMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,https://gofood.vn/tin-tuc/cach-lam-thit-bo-xao-gia-do.html,40,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_bo_xao_gia_canh_ca_chua_trung,elapsedMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,https://gofood.vn/tin-tuc/cach-lam-thit-bo-xao-gia-do.html,40,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_bo_kho_ca_rot_rau_muong,yieldAdultEquivalent,CAN-DIEN: so nguoi lon bua nay du cho,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,https://vnexpress.net/doi-song-cooking-cach-luoc-rau-muong-kieu-ha-noi-theo-loi-xua-4752379.html,4,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_bo_kho_ca_rot_rau_muong,activeMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,https://vnexpress.net/doi-song-cooking-cach-luoc-rau-muong-kieu-ha-noi-theo-loi-xua-4752379.html,55,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_bo_kho_ca_rot_rau_muong,elapsedMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,https://vnexpress.net/doi-song-cooking-cach-luoc-rau-muong-kieu-ha-noi-theo-loi-xua-4752379.html,115,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_bo_xao_hanh_tay_muop_xao,yieldAdultEquivalent,CAN-DIEN: so nguoi lon bua nay du cho,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,3,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_bo_xao_hanh_tay_muop_xao,activeMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,25,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_bo_xao_hanh_tay_muop_xao,elapsedMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,55,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_ca_loc_kho_to_canh_chua,yieldAdultEquivalent,CAN-DIEN: so nguoi lon bua nay du cho,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,https://cookpad.com/vn/cong-thuc/16530608,3,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_ca_loc_kho_to_canh_chua,activeMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,https://cookpad.com/vn/cong-thuc/16530608,35,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_ca_loc_kho_to_canh_chua,elapsedMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,https://cookpad.com/vn/cong-thuc/16530608,60,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_ca_basa_chien_bap_cai,yieldAdultEquivalent,CAN-DIEN: so nguoi lon bua nay du cho,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,3,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_ca_basa_chien_bap_cai,activeMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,32,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_ca_basa_chien_bap_cai,elapsedMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,32,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_ca_nuc_kho_ca_chua_rau_den,yieldAdultEquivalent,CAN-DIEN: so nguoi lon bua nay du cho,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,1,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_ca_nuc_kho_ca_chua_rau_den,activeMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,25,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_ca_nuc_kho_ca_chua_rau_den,elapsedMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,35,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_ca_basa_kho_tieu_su_su,yieldAdultEquivalent,CAN-DIEN: so nguoi lon bua nay du cho,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,2,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_ca_basa_kho_tieu_su_su,activeMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,35,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_ca_basa_kho_tieu_su_su,elapsedMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,40,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_tom_rim_man_canh_bi_dao,yieldAdultEquivalent,CAN-DIEN: so nguoi lon bua nay du cho,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,4,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_tom_rim_man_canh_bi_dao,activeMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,65,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_tom_rim_man_canh_bi_dao,elapsedMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,65,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_tom_xao_bi_dao_cai_ngot,yieldAdultEquivalent,CAN-DIEN: so nguoi lon bua nay du cho,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,2,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_tom_xao_bi_dao_cai_ngot,activeMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,20,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_tom_xao_bi_dao_cai_ngot,elapsedMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,30,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_muc_xao_ca_chua_rau_muong,yieldAdultEquivalent,CAN-DIEN: so nguoi lon bua nay du cho,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,4,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_muc_xao_ca_chua_rau_muong,activeMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,27,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_muc_xao_ca_chua_rau_muong,elapsedMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,30,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_trung_chien_hanh_canh_bi_do,yieldAdultEquivalent,CAN-DIEN: so nguoi lon bua nay du cho,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,3,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_trung_chien_hanh_canh_bi_do,activeMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,30,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_trung_chien_hanh_canh_bi_do,elapsedMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,35,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_trung_chien_thit_bam_bap_cai,yieldAdultEquivalent,CAN-DIEN: so nguoi lon bua nay du cho,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,1,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_trung_chien_thit_bam_bap_cai,activeMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,27,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_trung_chien_thit_bam_bap_cai,elapsedMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,30,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_dau_hu_sot_ca_chua_rau_muong,yieldAdultEquivalent,CAN-DIEN: so nguoi lon bua nay du cho,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,https://vnexpress.net/doi-song-cooking-cach-luoc-rau-muong-kieu-ha-noi-theo-loi-xua-4752379.html,4,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_dau_hu_sot_ca_chua_rau_muong,activeMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,https://vnexpress.net/doi-song-cooking-cach-luoc-rau-muong-kieu-ha-noi-theo-loi-xua-4752379.html,30,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_dau_hu_sot_ca_chua_rau_muong,elapsedMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,https://vnexpress.net/doi-song-cooking-cach-luoc-rau-muong-kieu-ha-noi-theo-loi-xua-4752379.html,35,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_dau_hu_chien_sa_cai_ngot,yieldAdultEquivalent,CAN-DIEN: so nguoi lon bua nay du cho,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,2,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_dau_hu_chien_sa_cai_ngot,activeMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,25,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_dau_hu_chien_sa_cai_ngot,elapsedMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,30,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_dau_hu_kho_nam_muop_xao,yieldAdultEquivalent,CAN-DIEN: so nguoi lon bua nay du cho,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,3,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_dau_hu_kho_nam_muop_xao,activeMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,30,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
meal_options.csv,com_dau_hu_kho_nam_muop_xao,elapsedMinutes,,README does not define how to derive meal-level yield/time from component recipes (e.g. min/sum/max/parallel); no business rule is invented.,high,,30,"Ước lượng của AI từ các recipe thành phần: yield=min(yield món), active=sum(active), elapsed=max(max elapsed, sum active) để review; KHÔNG áp dụng vào meal_options.csv.",needs_human
food_nutrients.csv,bap_cai,provenance,,Đã rà soát nguồn ưu tiên nhưng chưa xác minh được một nguồn mạnh hơn cung cấp đồng thời đủ 6 chỉ tiêu đúng food match; giữ dữ liệu cũ thay vì ghép nguồn/đoán.,medium,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/cai-bap-trang-tuoi.html,needs source review,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
food_nutrients.csv,bi_dao,provenance,,Đã rà soát nguồn ưu tiên nhưng chưa xác minh được một nguồn mạnh hơn cung cấp đồng thời đủ 6 chỉ tiêu đúng food match; giữ dữ liệu cũ thay vì ghép nguồn/đoán.,medium,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/qua-bi-dao-bi-xanh-tuoi.html,needs source review,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
food_nutrients.csv,ca_basa,provenance,,Đã rà soát nguồn ưu tiên nhưng chưa xác minh được một nguồn mạnh hơn cung cấp đồng thời đủ 6 chỉ tiêu đúng food match; giữ dữ liệu cũ thay vì ghép nguồn/đoán.,high,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/ca-basa-tuoi.html,needs source review,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
food_nutrients.csv,ca_loc,provenance,,Đã rà soát nguồn ưu tiên nhưng chưa xác minh được một nguồn mạnh hơn cung cấp đồng thời đủ 6 chỉ tiêu đúng food match; giữ dữ liệu cũ thay vì ghép nguồn/đoán.,high,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/ca-qua-tuoi.html,needs source review,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
food_nutrients.csv,ca_nuc,provenance,,Đã rà soát nguồn ưu tiên nhưng chưa xác minh được một nguồn mạnh hơn cung cấp đồng thời đủ 6 chỉ tiêu đúng food match; giữ dữ liệu cũ thay vì ghép nguồn/đoán.,high,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/ca-nuc-tuoi.html,needs source review,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
food_nutrients.csv,ca_rot,provenance,,Đã rà soát nguồn ưu tiên nhưng chưa xác minh được một nguồn mạnh hơn cung cấp đồng thời đủ 6 chỉ tiêu đúng food match; giữ dữ liệu cũ thay vì ghép nguồn/đoán.,medium,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/cu-ca-rot-tuoi.html,needs source review,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
food_nutrients.csv,cai_ngot,provenance,,Đã rà soát nguồn ưu tiên nhưng chưa xác minh được một nguồn mạnh hơn cung cấp đồng thời đủ 6 chỉ tiêu đúng food match; giữ dữ liệu cũ thay vì ghép nguồn/đoán.,medium,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-cai-ngot-tuoi.html,needs source review,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
food_nutrients.csv,cai_thao,provenance,,Đã rà soát nguồn ưu tiên nhưng chưa xác minh được một nguồn mạnh hơn cung cấp đồng thời đủ 6 chỉ tiêu đúng food match; giữ dữ liệu cũ thay vì ghép nguồn/đoán.,medium,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/rau-cai-thao-tuoi.html,needs source review,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
food_nutrients.csv,dau_an,provenance,,Đã rà soát nguồn ưu tiên nhưng chưa xác minh được một nguồn mạnh hơn cung cấp đồng thời đủ 6 chỉ tiêu đúng food match; giữ dữ liệu cũ thay vì ghép nguồn/đoán.,medium,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/dau-dau-tuong.html,needs source review,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
food_nutrients.csv,dau_cove,provenance,,Đã rà soát nguồn ưu tiên nhưng chưa xác minh được một nguồn mạnh hơn cung cấp đồng thời đủ 6 chỉ tiêu đúng food match; giữ dữ liệu cũ thay vì ghép nguồn/đoán.,medium,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/dau-co-ve-qua-tuoi.html,needs source review,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
food_nutrients.csv,dau_hu_trang,provenance,,Đã rà soát nguồn ưu tiên nhưng chưa xác minh được một nguồn mạnh hơn cung cấp đồng thời đủ 6 chỉ tiêu đúng food match; giữ dữ liệu cũ thay vì ghép nguồn/đoán.,medium,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/dau-phu-song.html,needs source review,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
food_nutrients.csv,duong_cat,provenance,,Đã rà soát nguồn ưu tiên nhưng chưa xác minh được một nguồn mạnh hơn cung cấp đồng thời đủ 6 chỉ tiêu đúng food match; giữ dữ liệu cũ thay vì ghép nguồn/đoán.,medium,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/duong-cat.html,needs source review,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
food_nutrients.csv,hanh_la,provenance,,Đã rà soát nguồn ưu tiên nhưng chưa xác minh được một nguồn mạnh hơn cung cấp đồng thời đủ 6 chỉ tiêu đúng food match; giữ dữ liệu cũ thay vì ghép nguồn/đoán.,medium,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/hanh-la-hanh-hoa-tuoi.html,needs source review,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
food_nutrients.csv,hanh_tim,provenance,,Đã rà soát nguồn ưu tiên nhưng chưa xác minh được một nguồn mạnh hơn cung cấp đồng thời đủ 6 chỉ tiêu đúng food match; giữ dữ liệu cũ thay vì ghép nguồn/đoán.,medium,https://fdc.nal.usda.gov/download-datasets/,needs source review,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
food_nutrients.csv,muoi,provenance,,Đã rà soát nguồn ưu tiên nhưng chưa xác minh được một nguồn mạnh hơn cung cấp đồng thời đủ 6 chỉ tiêu đúng food match; giữ dữ liệu cũ thay vì ghép nguồn/đoán.,medium,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/muoi.html,needs source review,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
food_nutrients.csv,muop_huong,provenance,,Đã rà soát nguồn ưu tiên nhưng chưa xác minh được một nguồn mạnh hơn cung cấp đồng thời đủ 6 chỉ tiêu đúng food match; giữ dữ liệu cũ thay vì ghép nguồn/đoán.,medium,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/muop-tuoi.html,needs source review,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
food_nutrients.csv,nam_rom,provenance,,"Đã bỏ natri 73 mg lấy từ blog cây giống; nguồn Việt Nam đúng thực phẩm không công bố natri, nên trả về chưa biết.",medium,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/nam-rom-tuoi.html,Giữ 5 chỉ tiêu có nguồn Việt Nam; sodium_mg để trống.,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
food_nutrients.csv,nuoc_tuong,provenance,,Đã rà soát nguồn ưu tiên nhưng chưa xác minh được một nguồn mạnh hơn cung cấp đồng thời đủ 6 chỉ tiêu đúng food match; giữ dữ liệu cũ thay vì ghép nguồn/đoán.,medium,https://dulieuphapluat.vn/cong-cu/gia-tri-dinh-duong-thuc-pham/xi-dau.html,needs source review,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
food_nutrients.csv,ot_hiem,provenance,,Đã rà soát nguồn ưu tiên nhưng chưa xác minh được một nguồn mạnh hơn cung cấp đồng thời đủ 6 chỉ tiêu đúng food match; giữ dữ liệu cũ thay vì ghép nguồn/đoán.,medium,https://fdc.nal.usda.gov/download-datasets/,needs source review,Mức 1: không tự thay số nếu chưa có trang cụ thể chứa đủ dữ liệu cần dùng.,needs_human
